verb,tam,modal,transitivity,polarity,complementizer,count
ordain,present,none,intransitive,positive,that,9
order,infinitival,none,intransitive,positive,that,43
order,modal,may,intransitive,positive,that,9
order,past,none,intransitive,negative,that,2
order,past,none,intransitive,positive,that,535
order,past,none,transitive,positive,that,2
order,perfect,none,intransitive,negative,that,3
order,perfect,none,intransitive,positive,that,112
order,present,none,intransitive,negative,that,1
order,present,none,intransitive,positive,that,224
order,present,none,intransitive,positive,whether,2
order,present,none,transitive,positive,that,2
order,progressive,none,intransitive,positive,that,11
organize,infinitival,none,intransitive,positive,that,4
organize,past,none,intransitive,positive,that,10
organize,perfect,none,intransitive,positive,that,2
organize,present,none,transitive,positive,that,1
organize,progressive,none,intransitive,positive,that,1
organize,progressive,none,transitive,positive,that,1
orient,past,none,intransitive,positive,that,6
orient,progressive,none,intransitive,positive,that,2
originate,perfect,none,intransitive,positive,that,1
outgrow,perfect,none,intransitive,positive,that,13
outlaw,perfect,none,intransitive,positive,that,1
outline,modal,would,intransitive,positive,whether,1
outline,past,none,intransitive,positive,that,15
outline,past,none,intransitive,positive,whether,1
outline,perfect,none,intransitive,positive,that,4
outline,present,none,intransitive,positive,that,21
outlive,perfect,none,intransitive,positive,that,2
outperform,perfect,none,intransitive,positive,that,1
outperform,present,none,intransitive,negative,that,1
output,present,none,intransitive,positive,that,22
output,present,none,intransitive,positive,whether,1
outreach,present,none,intransitive,positive,that,17
outsource,past,none,intransitive,positive,that,5
outsource,progressive,none,intransitive,negative,that,1
outsource,progressive,none,intransitive,positive,that,1
over-think,present,none,intransitive,negative,that,1
overcome,infinitival,none,intransitive,positive,that,22
overcome,modal,can,intransitive,positive,that,9
overcome,past,none,intransitive,positive,that,18
overcome,perfect,none,intransitive,positive,that,6
overcome,present,none,intransitive,positive,that,27
overcome,present,none,transitive,positive,that,1
overcome,progressive,none,intransitive,positive,that,1
overcook,perfect,none,transitive,positive,that,1
overcook,progressive,none,intransitive,positive,that,1
overdo,progressive,none,transitive,positive,that,1
overdose,present,none,intransitive,positive,whether,1
overestimate,present,none,intransitive,negative,that,1
overhaul,present,none,intransitive,positive,that,53
overhear,past,none,intransitive,positive,that,26
overhear,perfect,none,intransitive,positive,that,5
overinterpret,infinitival,none,intransitive,negative,that,1
overlap,present,none,intransitive,positive,whether,1
overlay,present,none,intransitive,negative,that,1
overlay,present,none,intransitive,positive,that,14
overload,present,none,intransitive,positive,that,17
overlook,infinitival,none,intransitive,negative,that,1
overlook,infinitival,none,intransitive,positive,that,17
overlook,modal,be,intransitive,negative,that,3
overlook,modal,can,intransitive,negative,that,2
overlook,modal,should,intransitive,negative,that,3
overlook,past,none,intransitive,positive,that,9
overlook,perfect,none,intransitive,positive,that,10
overlook,present,none,intransitive,negative,that,1
overlook,present,none,intransitive,positive,that,38
overlook,present,none,intransitive,positive,whether,1
overlook,progressive,none,intransitive,positive,that,3
overpay,perfect,none,intransitive,positive,that,1
override,perfect,none,intransitive,positive,that,1
overrun,present,none,intransitive,positive,that,14
oversee,infinitival,none,intransitive,positive,that,6
oversee,perfect,none,intransitive,positive,that,2
oversee,progressive,none,intransitive,positive,that,1
overshadow,present,none,intransitive,positive,whether,1
overstate,past,none,intransitive,negative,that,1
overthrow,perfect,none,intransitive,negative,that,1
overthrow,present,none,intransitive,positive,whether,1
overtones,present,none,intransitive,positive,that,10
overturn,infinitival,none,intransitive,positive,that,3
overturn,past,none,intransitive,positive,that,5
overwhelm,perfect,none,intransitive,positive,that,1
owe,past,none,intransitive,negative,that,1
owe,past,none,intransitive,positive,that,18
owe,past,none,transitive,positive,that,5
owe,present,none,intransitive,negative,that,3
owe,present,none,intransitive,positive,that,120
owe,present,none,transitive,positive,that,9
owe,progressive,none,intransitive,positive,that,2
oweth,present,none,transitive,positive,that,1
own,infinitival,none,intransitive,positive,that,12
own,infinitival,none,transitive,positive,that,2
own,past,none,intransitive,negative,that,1
own,past,none,intransitive,positive,that,38
own,perfect,none,intransitive,negative,that,1
own,perfect,none,intransitive,positive,that,3
own,present,none,intransitive,negative,that,4
own,present,none,intransitive,positive,that,141
own,present,none,transitive,positive,whether,2
own,progressive,none,intransitive,positive,that,2
pack,past,none,intransitive,negative,that,1
pack,past,none,intransitive,positive,that,7
pack,perfect,none,intransitive,positive,that,4
pack,present,none,intransitive,positive,that,87
pack,progressive,none,intransitive,positive,that,1
package,present,none,intransitive,positive,that,57
pad,present,none,intransitive,positive,that,60
pad,progressive,none,intransitive,positive,that,1
page,present,none,intransitive,positive,that,15
page,present,none,intransitive,positive,whether,1
pain,past,none,transitive,positive,that,10
pain,present,none,transitive,positive,that,4
paint,infinitival,none,intransitive,positive,that,12
paint,past,none,intransitive,negative,that,1
paint,past,none,intransitive,positive,that,32
paint,perfect,none,intransitive,positive,that,2
paint,present,none,intransitive,positive,that,106
paint,progressive,none,intransitive,positive,that,3
paint,progressive,none,transitive,positive,that,1
pair,past,none,intransitive,positive,that,7
pair,perfect,none,intransitive,positive,that,1
pair,progressive,none,intransitive,positive,that,1
panhandle,progressive,none,intransitive,positive,that,1
panic,infinitival,none,intransitive,positive,that,6
panic,past,none,intransitive,positive,that,20
panic,present,none,intransitive,negative,that,1
panic,progressive,none,intransitive,positive,that,7
parallel,present,none,intransitive,positive,that,16
paraphrase,progressive,none,intransitive,positive,that,1
park,infinitival,none,intransitive,negative,that,1
park,perfect,none,intransitive,positive,that,1
park,present,none,intransitive,negative,that,1
park,present,none,intransitive,positive,that,58
park,progressive,none,intransitive,negative,that,1
parlay,infinitival,none,intransitive,positive,that,4
parlay,past,none,intransitive,positive,that,34
parlay,perfect,none,intransitive,positive,that,6
parody,present,none,intransitive,positive,whether,1
parrot,progressive,none,intransitive,positive,that,1
parse,infinitival,none,intransitive,positive,whether,1
parse,present,none,intransitive,positive,whether,1
part,perfect,none,intransitive,positive,that,1
participate,infinitival,none,intransitive,positive,that,4
participate,infinitival,none,intransitive,positive,whether,1
participate,modal,can,intransitive,positive,whether,1
participate,progressive,none,intransitive,positive,that,1
partition,perfect,none,intransitive,positive,that,1
partition,present,none,intransitive,positive,that,15
pass,infinitival,none,intransitive,negative,that,1
pass,infinitival,none,intransitive,positive,that,256
pass,infinitival,none,intransitive,positive,whether,2
pass,modal,can,intransitive,negative,that,2
pass,modal,can,intransitive,positive,that,8
pass,modal,could,intransitive,negative,that,2
pass,modal,will,intransitive,positive,that,21
pass,modal,would,intransitive,positive,whether,1
pass,past,none,intransitive,negative,that,5
pass,past,none,intransitive,positive,that,210
pass,perfect,none,intransitive,negative,that,5
pass,perfect,none,intransitive,positive,that,89
pass,perfect,none,transitive,positive,that,1
pass,present,none,intransitive,negative,that,9
pass,present,none,intransitive,positive,that,328
pass,present,none,intransitive,positive,whether,4
pass,present,none,transitive,positive,that,1
pass,progressive,none,intransitive,negative,that,1
pass,progressive,none,intransitive,positive,that,8
passersby,infinitival,none,intransitive,positive,that,3
paste,past,none,intransitive,positive,that,6
patch,progressive,none,intransitive,positive,that,1
patrol,present,none,intransitive,positive,that,38
pay,infinitival,none,intransitive,negative,that,2
pay,infinitival,none,intransitive,positive,that,64
pay,infinitival,none,intransitive,positive,whether,2
pay,infinitival,none,transitive,positive,whether,1
pay,modal,can,intransitive,negative,that,3
pay,modal,could,intransitive,negative,that,3
pay,modal,must,intransitive,positive,whether,1
pay,modal,will,intransitive,negative,that,1
pay,past,none,intransitive,negative,that,3
pay,past,none,intransitive,positive,that,29
pay,past,none,intransitive,positive,whether,1
pay,past,none,transitive,positive,that,4
pay,perfect,none,intransitive,negative,that,1
pay,perfect,none,intransitive,positive,that,6
pay,present,none,intransitive,negative,that,14
pay,present,none,intransitive,positive,that,95
pay,present,none,intransitive,positive,whether,2
pay,present,none,transitive,positive,whether,1
pay,progressive,none,intransitive,negative,that,4
pay,progressive,none,intransitive,positive,that,12
pay,progressive,none,transitive,negative,whether,1
peddle,progressive,none,intransitive,positive,that,1
pee,modal,can,intransitive,positive,whether,1
peel,infinitival,none,intransitive,positive,that,3
peel,perfect,none,intransitive,positive,that,1
peg,perfect,none,intransitive,positive,that,3
peg,progressive,none,intransitive,positive,that,1
pen,past,none,intransitive,positive,that,6
pen,perfect,none,intransitive,positive,that,1
penalize,infinitival,none,transitive,positive,whether,1
penetrate,perfect,none,intransitive,negative,that,1
perceive,infinitival,none,intransitive,positive,that,78
perceive,infinitival,none,intransitive,positive,whether,1
perceive,modal,can,intransitive,negative,that,6
perceive,modal,can,intransitive,positive,that,9
perceive,modal,may,intransitive,positive,that,29
perceive,modal,might,intransitive,positive,whether,1
perceive,modal,must,intransitive,positive,that,13
perceive,modal,will,intransitive,positive,that,10
perceive,modal,would,intransitive,negative,that,2
perceive,past,none,intransitive,negative,that,20
perceive,past,none,intransitive,positive,that,442
perceive,perfect,none,intransitive,positive,that,32
perceive,present,none,intransitive,negative,that,32
perceive,present,none,intransitive,positive,that,495
perceive,present,none,intransitive,positive,whether,1
perceive,progressive,none,intransitive,positive,that,1
